cardholder_name,card_number,merchant_name,merchant_category,amount,hour,distance_from_home,is_online,is_foreign,velocity_last_hour,is_fraud
Sarah Meadows,4156343976825230,Merchant: Adams PLC,travel,376.55,23,33.42,1,0,6,1
Stephanie West,4547432995575534,Merchant: Allen and Sons,online_shopping,10.87,19,19.34,1,0,2,0
Susan Jones,4506541390744328,Merchant: Dean-Wilkinson,dining,21.89,14,7.58,0,0,0,0
Timothy Gordon,4920222123703224,Merchant: Ross Group,dining,14.97,17,0.5,0,0,2,0
Kyle Horton,4026005206108418,Merchant: Martin and Sons,dining,47.13,14,1.93,0,0,2,0
Angel Knight,4697775323863776,Merchant: Duncan Group,grocery,59.3,9,2.04,0,0,1,0
Melissa Yang,4642178572280436,Merchant: Chavez-Hines,grocery,10.02,13,33.03,0,0,0,0
Michael Berg,4917423808691917,Merchant: Keith-Lindsey,dining,22.65,9,2.89,0,0,1,0
Carol Christensen,4981745527537000,Merchant: Richard-Williams,grocery,17.1,15,29.52,1,0,1,0
Richard Morales,4102336286411696,"Merchant: Daniels, Wang and Clarke",grocery,8.09,17,27.42,0,0,0,0
Clinton Moore,4770389313649037,"Merchant: Middleton, Lopez and Mason",gas_station,19.79,7,17.01,0,0,3,0
Michael Suarez,4571688972931904,Merchant: Arias-Jones,grocery,13.17,16,19.32,0,0,0,0
Joy Zimmerman,4018554057448704,"Merchant: Fowler, Cunningham and Smith",grocery,13.99,9,16.96,0,0,0,0
Elizabeth Robinson,4817174749079230,Merchant: Robinson and Sons,online_shopping,35.52,16,19.51,1,0,1,0
Kristen Jackson,4853373623057628,Merchant: Allen-Cunningham,grocery,14.37,18,10.62,1,0,1,0
David Williams,4726693185852180,Merchant: Anderson-Williams,gas_station,52.81,18,8.88,0,0,3,0
Stephen Ho,4253956394874225,"Merchant: Welch, Espinoza and Montgomery",dining,92.4,9,22.94,0,0,0,0
Richard Day,4349093426926348,"Merchant: Spears, Mcdowell and Wade",online_shopping,23.79,14,71.68,0,0,1,0
Rodney Nichols,4483041054589603,Merchant: Smith-Weber,dining,18.63,21,7.05,0,0,1,0
Gregory Jacobs,4937728675668079,"Merchant: Brown, Roberts and Carrillo",grocery,44.55,14,7.04,0,0,2,0
Bradley Thornton,4457107178065507,Merchant: Harris Ltd,grocery,24.84,21,14.19,0,0,2,0
Miranda Ortiz,4647223146420202,Merchant: Ochoa-White,electronics,23.5,6,1.98,0,0,2,0
Erika Brown,4657966758134340,Merchant: Bailey PLC,electronics,21.33,15,28.99,0,0,0,0
Samantha Robinson,4776236966378618,"Merchant: Campbell, Tapia and Evans",electronics,10.95,12,30.46,1,0,0,0
Cassandra Bonilla,4045977674049505,"Merchant: Wade, White and Cooper",grocery,4.22,19,18.88,1,0,2,0
Veronica Osborne,4925191155652929,"Merchant: Flynn, Palmer and Escobar",grocery,11.76,11,9.7,0,0,2,0
Ashley Reese,4813624804677934,Merchant: Mitchell Group,grocery,24.14,8,5.92,1,0,0,0
Matthew Berg,4839502786263149,"Merchant: Lambert, Perez and Gonzalez",electronics,19.18,13,4.53,0,0,0,0
Kristen Montoya,4350397851412013,Merchant: Young-Patton,grocery,19.02,12,0.97,0,0,3,0
Derrick Perkins,4906773685237470,Merchant: Cruz and Sons,gas_station,126.79,12,2.8,0,0,1,0
Nicole Moore,4115584973840082,"Merchant: Juarez, Norris and Harrington",dining,39.48,10,1.25,0,0,1,0
Nicholas Richardson,4105212407667861,"Merchant: Green, Dominguez and Mckenzie",grocery,36.01,16,0.67,0,0,2,0
Anna White,4986645338373311,"Merchant: Williams, Mcdonald and Carrillo",grocery,20.31,21,4.8,0,0,1,0
Scott Lopez,4747603107773534,Merchant: Mcdowell-Edwards,online_shopping,32.94,14,7.04,0,0,2,0
Nicholas Holland Jr.,4964144127579888,Merchant: Dixon-Gill,electronics,40.37,15,6.37,0,0,0,0
Christopher Long,4272099352512094,Merchant: Taylor LLC,gas_station,13.05,14,24.87,0,0,0,0
Andrea Jones,4554670047587011,Merchant: Woods Ltd,grocery,78.96,18,0.31,1,0,1,0
Terry Waller,4808703411638617,"Merchant: Mckenzie, Galvan and Perkins",gas_station,10.34,6,3.3,0,0,2,0
Joseph Acosta,4108301535278001,Merchant: Harris Inc,electronics,17.74,14,0.54,0,0,1,0
Lindsey Gray,4608863841962847,Merchant: Massey and Sons,gas_station,23.01,7,0.81,0,0,1,0
Ronald Hines,4944746905792320,Merchant: Carter PLC,dining,25.71,9,6.0,1,0,3,0
Amanda Wright,4839576853893350,"Merchant: Mcconnell, Hess and White",electronics,11.47,18,3.21,1,0,0,0
Charles Burton,4241951786318928,"Merchant: Walker, Nixon and Wright",grocery,48.92,22,1.41,1,0,0,0
Vincent Rosario,4869856879673793,"Merchant: Rowe, Rodriguez and Williams",travel,36.95,11,14.26,1,0,1,0
Noah Morgan,4688085966521637,"Merchant: Jackson, Pena and Salazar",dining,181.52,9,31.46,0,0,4,0
Christina Castillo,4878648010511845,Merchant: Lopez PLC,electronics,22.18,14,1.8,1,0,0,0
Jill Martin,4641022058359572,Merchant: Small-Fleming,electronics,15.76,13,27.0,1,0,2,0
Christopher Brown,4835262738276061,Merchant: Benitez PLC,dining,30.29,18,8.86,1,0,1,0
Lori Martinez,4062509179261190,Merchant: Colon and Sons,gas_station,43.08,7,4.89,0,0,0,0
Ashley Phillips,4956069932323679,"Merchant: Rangel, Gibson and Jones",online_shopping,75.64,15,28.98,1,0,1,0
Sara Thomas,4654019731112026,"Merchant: Pena, Hopkins and Robbins",grocery,16.45,10,12.16,1,0,0,0
Allison Simmons,4221631741993890,Merchant: Jackson-Little,gas_station,9.09,14,7.69,0,0,1,0
Matthew Perez,4733409586354697,Merchant: Ibarra Inc,grocery,7.86,13,16.55,0,0,1,0
Janice Henson,4326624299663902,Merchant: Chang-Ross,electronics,46.38,9,12.49,1,0,0,0
Ashley Jackson,4426633891228005,"Merchant: Wall, Stephenson and Harris",dining,27.32,8,46.95,0,0,1,0
Brian Sosa,4370609314173362,Merchant: Torres PLC,dining,54.84,8,18.47,1,0,3,0
Luis Wilson,4239338189454977,Merchant: Turner Inc,dining,37.6,14,59.84,0,0,1,0
Tamara Huang,4152385897250679,"Merchant: Glover, Martinez and Myers",gas_station,27.88,10,31.7,0,0,0,0
Cassandra Moreno,4322370903134641,Merchant: Obrien-Sawyer,online_shopping,21.41,15,6.19,0,0,0,0
Meghan Hernandez,4390153395833269,Merchant: Cardenas Group,electronics,33.25,12,0.12,0,0,2,0
Elizabeth Roth,4090128184893644,Merchant: Lara-Johnson,gas_station,45.82,7,12.78,1,0,3,0
Brian Hendricks,4903006799134686,"Merchant: Campbell, Summers and Sanchez",grocery,13.6,12,0.16,1,0,5,0
Tasha Cochran,4606561217472670,Merchant: Reid Group,gas_station,21.37,12,3.55,0,0,2,0
Angela Smith,4340688772753862,Merchant: Williams LLC,travel,26.93,14,6.45,1,0,2,0
Brittany Rios,4897073421808937,Merchant: Mendoza Group,travel,68.95,10,3.77,1,0,0,0
James Griffith,4698237995342059,Merchant: Nguyen-Kelley,dining,34.24,14,5.98,0,0,2,0
Karen Jones,4680735267565299,Merchant: Brown-Lloyd,online_shopping,13.95,16,2.8,1,0,0,0
Tina Ramirez,4530361004605108,"Merchant: Sampson, Bray and Gonzalez",electronics,11.68,7,5.51,0,0,0,0
Zachary White,4199500987264621,"Merchant: Eaton, Lewis and Jones",dining,33.41,13,1.89,1,0,2,0
Francisco Coleman,4167520593541574,Merchant: Myers Ltd,grocery,41.77,11,24.06,0,0,0,0
Jennifer Leon,4397424742589190,Merchant: Schmidt and Sons,online_shopping,23.86,6,1.99,0,0,1,0
Robert Valdez,4974651984656318,"Merchant: Davis, Smith and Harris",electronics,15.43,9,8.93,0,0,3,0
Jason Crawford,4032888948978947,"Merchant: Smith, Gomez and Weeks",dining,52.7,14,17.21,0,0,0,0
Kim Underwood,4726352882808231,Merchant: Cook-King,gas_station,49.19,6,5.7,0,0,1,0
Kevin Fisher,4430252002989043,Merchant: Hansen PLC,gas_station,20.9,10,16.76,0,0,3,0
Melissa Goodman,4698087825346709,"Merchant: Hill, Richards and Hall",dining,32.58,13,4.6,0,0,1,0
Cynthia Smith,4850616131217883,Merchant: Wang Inc,electronics,92.31,7,5.31,0,0,0,0
Alicia Grant DVM,4626669874223389,Merchant: Rodriguez-Miller,grocery,16.38,11,0.1,0,0,4,0
Amy Bailey,4446117954957110,Merchant: Adams PLC,dining,19.49,8,44.9,0,0,1,0
Sharon Fuentes,4049441536145189,Merchant: Dalton-Thomas,grocery,16.65,11,4.2,0,0,0,0
Charles Castaneda,4132181670491563,Merchant: Myers PLC,grocery,73.99,6,5.18,0,0,1,0
Susan Sanchez,4007260768516408,Merchant: Lucero-Harrison,dining,11.67,15,4.57,1,0,1,0
Amy Taylor,4400584451282728,Merchant: Kennedy-Newman,grocery,10.5,7,18.47,1,0,1,0
Michele Bennett,4289811664972480,Merchant: Warren PLC,dining,33.51,7,1.97,0,1,1,0
Vincent Watson,4259574859133757,Merchant: Morse PLC,grocery,10.35,7,6.84,0,0,2,0
Mary Jones,4345823881871694,"Merchant: Hicks, Bush and Anderson",grocery,70.12,8,5.02,0,0,0,0
Sheila Johnson,4675689292476807,Merchant: Thornton-Olson,electronics,37.18,9,2.7,0,0,0,0
Bob Jones,4257975131546363,Merchant: Meyer-Richard,grocery,6.25,9,11.37,0,0,0,0
Robin Hernandez,4621360629494476,Merchant: Robinson LLC,dining,67.58,14,9.19,0,0,4,0
Patrick Adkins,4724557699987513,Merchant: Arias LLC,grocery,48.11,9,4.82,1,0,0,0
Elizabeth Jenkins,4948933363996017,Merchant: Clark-Vaughn,grocery,18.2,13,25.71,0,1,1,0
Richard Dominguez,4471599771944595,Merchant: Gomez-Lewis,dining,23.67,18,17.06,0,0,1,0
Christopher Ibarra,4961409774184123,Merchant: Navarro-Charles,online_shopping,8.42,3,8.23,0,0,2,0
Paul Gordon,4405352932276973,"Merchant: Powell, Harper and Stark",grocery,8.26,12,8.45,0,0,1,0
Ronnie Frazier,4057218645326168,Merchant: Lane PLC,online_shopping,16.0,5,11.89,0,0,1,0
Kristen Gallegos,4749939452279182,Merchant: Freeman Group,dining,111.2,15,15.91,1,0,2,0
Kathryn Fletcher,4554700688730297,Merchant: Burton-King,travel,17.56,20,4.69,0,0,0,0
Christopher Dudley,4205633640976281,Merchant: James Inc,electronics,128.31,7,1.05,1,0,1,0
Vanessa Martinez,4712882631096874,Merchant: Torres-Pena,gas_station,6.34,16,17.74,0,0,1,0
Manuel Robinson,4540774881682040,Merchant: Tran-Strong,grocery,58.83,16,43.45,0,0,1,0
Paul Hansen,4281277317742787,Merchant: Reynolds Inc,grocery,18.42,14,9.71,1,0,2,0
Rose Mcdonald,4378872427581408,Merchant: Collins PLC,grocery,24.07,14,7.72,0,0,1,0
Martin Wilcox,4505809531647051,Merchant: Williams-Anderson,grocery,31.56,17,6.59,1,0,2,0
Robert Lucas,4887534073284562,Merchant: Bryan LLC,grocery,16.82,8,14.61,1,0,2,0
Brian Miller,4228171082281947,Merchant: Brennan-Kline,dining,43.95,15,12.16,0,0,0,0
Sarah Johnson,4334977593367830,Merchant: Harper-Reed,gas_station,24.61,1,2.65,0,0,0,0
Joshua Jones,4884549086781381,Merchant: Watkins-Tanner,gas_station,41.44,10,18.24,1,0,2,0
Nicole Parker,4311967647583356,Merchant: Richard LLC,travel,24.69,11,7.92,0,0,2,0
Margaret Johnson,4638828227069776,Merchant: Buckley-Williams,online_shopping,91.25,17,15.65,1,0,2,0
William Cunningham,4730842985077027,Merchant: Robinson Group,online_shopping,19.7,10,17.18,0,0,1,0
Rachel Williams,4681046363201543,Merchant: Weber-Ramirez,grocery,13.15,3,2.17,0,0,1,0
Tony Smith,4121491228673197,Merchant: Collins Group,online_shopping,20.66,14,3.11,0,0,2,0
Douglas Sanders,4194926511858023,"Merchant: Roberts, Campbell and Livingston",online_shopping,23.95,14,35.19,0,0,2,0
Paul Swanson,4231521809612490,"Merchant: Arnold, Jackson and Nelson",grocery,16.64,15,0.97,0,0,0,0
Michele Davis,4018435973098064,Merchant: Hall Ltd,grocery,116.61,15,8.29,0,0,1,0
Patrick Garcia,4727380165845637,Merchant: Rivera-Bowen,grocery,126.02,17,3.45,0,0,0,0
Brittany Matthews,4454053606568154,Merchant: Anderson-Barnett,dining,27.14,9,9.05,1,0,1,0
Kevin Christian,4098521772962296,Merchant: Friedman-Johnson,electronics,44.95,14,34.37,0,0,2,0
Christian Ford,4346718446173272,Merchant: Cohen LLC,grocery,28.66,12,38.92,1,0,1,0
Anna Higgins,4307667400184766,"Merchant: Horn, Ramirez and Curtis",dining,36.48,2,44.66,0,0,0,0
Rhonda Pena,4995359607124087,Merchant: Daniel-Clements,online_shopping,30.63,11,6.39,1,0,0,0
Candace Stuart,4765205622471805,Merchant: Pham Group,dining,31.38,12,12.2,1,0,1,0
Monica Curtis,4881437104582606,Merchant: Anderson Ltd,travel,80.42,6,9.0,0,0,2,0
Gloria Floyd,4007507975221788,"Merchant: Foster, Chavez and Walters",grocery,8.41,9,0.21,1,0,0,0
Isaac Chase,4667748189301633,"Merchant: Jackson, Grant and Herrera",dining,44.86,7,1.55,0,0,0,0
Steven Schroeder,4842633618913554,"Merchant: Hamilton, Allen and Zhang",grocery,9.53,11,9.85,1,0,1,0
Daniel Bishop,4572728781841479,"Merchant: Dominguez, Martin and Mcbride",electronics,23.77,13,12.61,1,0,0,0
Christian Burton,4238026709461868,Merchant: Evans Ltd,online_shopping,23.15,14,13.52,0,0,2,0
Robert Thomas PhD,4716418146049912,Merchant: Lynch-Sims,dining,24.58,8,9.8,0,0,0,0
Tracy Harrington,4936322802979806,Merchant: Todd Inc,grocery,39.99,0,7.33,0,0,0,0
Brandon Edwards,4347209673866753,Merchant: Collins-Cervantes,grocery,59.61,7,9.85,0,0,0,0
Candice Ramirez,4965376703927490,Merchant: Cooper and Sons,grocery,85.32,9,12.88,1,0,1,0
Brandon White,4438397505308332,Merchant: Johnson PLC,dining,18.27,8,0.71,1,0,2,0
Deanna Kennedy,4014671511888822,"Merchant: Rose, Stewart and Whitehead",online_shopping,67.34,6,8.66,1,0,0,0
Shawn Santos,4032248913604376,Merchant: Lewis-Thompson,dining,67.03,10,2.32,0,0,3,0
Caleb Carroll,4557663940819273,"Merchant: Montgomery, Wheeler and Robertson",online_shopping,50.55,18,3.29,1,0,4,0
Scott Morales,4848277594792279,Merchant: Gonzalez-Ward,dining,41.8,18,16.37,0,0,1,0
Sylvia Anderson,4192467595796336,"Merchant: Jackson, Gray and Mendoza",gas_station,101.62,16,5.11,1,0,1,0
Ryan Crane,4119351708716508,"Merchant: Montgomery, Baker and Wood",dining,9.9,12,29.7,0,0,1,0
Michael Hunter,4703761352428162,Merchant: Schroeder PLC,online_shopping,27.82,14,25.08,0,0,1,0
Shawn Fleming,4538455427244750,Merchant: Roman-Wilkerson,electronics,26.95,12,1.49,0,0,2,0
Maria Figueroa,4987920148292376,Merchant: Meyers-Gill,dining,18.18,9,3.85,0,0,0,0
Roberto Smith,4599686506601165,Merchant: Barnes-White,gas_station,25.9,14,5.67,1,0,3,0
Donna Moore,4586511503555815,Merchant: Huang PLC,dining,63.38,7,4.22,0,0,1,0
Benjamin Price,4066056772136003,"Merchant: Robles, Floyd and Brock",dining,31.45,13,22.42,0,0,3,0
Brandon Owens,4380063993782366,Merchant: Hunter-Guzman,online_shopping,88.75,14,3.54,1,0,0,0
Stephanie Marshall,4099787219163090,Merchant: Adams-Berg,dining,47.57,23,14.23,0,0,0,0
Nicholas Lowery,4651680047215358,"Merchant: Williams, Smith and Weber",grocery,14.47,12,12.43,0,0,2,0
Patricia Gonzalez,4009358717020056,Merchant: Gray-Nelson,online_shopping,41.09,7,6.08,0,0,1,0
Evan Davies,4501878900529947,Merchant: Gordon Group,travel,57.79,14,7.22,1,0,0,0
Dr. John Ramirez,4325543349232123,"Merchant: Stewart, Proctor and Bryant",online_shopping,16.31,4,1.15,0,0,0,0
Christopher Harrison,4302583303613220,Merchant: Garza and Sons,grocery,43.51,12,50.79,0,0,0,0
Erica Johnson,4690474473098113,Merchant: Hicks Ltd,online_shopping,17.64,8,19.2,0,0,3,0
Jamie Mayer,4780876678453342,Merchant: Soto-Flynn,grocery,19.45,13,17.29,0,0,0,0
Jeffrey Kennedy,4357843701180337,"Merchant: Johnson, Hodges and Bell",online_shopping,19.08,14,1.19,0,0,1,0
Sean Cisneros,4136375060503351,"Merchant: Wilson, Villarreal and Lucas",online_shopping,20.12,11,12.74,1,1,0,0
Debra Reid,4163784573625302,Merchant: Valdez-Cox,dining,46.34,19,51.54,0,1,2,0
Benjamin Sullivan,4426027322699274,Merchant: Allen and Sons,online_shopping,55.57,13,28.85,1,0,3,0
Michael Savage,4870229400975110,Merchant: Chen-Pierce,dining,33.9,18,21.43,0,0,2,0
Mckenzie Green,4293940996567892,"Merchant: Farley, Lee and Becker",grocery,12.46,22,5.39,1,0,1,0
Anna Valenzuela,4645981713032922,Merchant: Noble-Lynch,electronics,23.01,13,2.91,1,0,0,0
Paul Martin,4422138433213303,Merchant: Herrera Inc,grocery,60.18,10,2.25,0,0,1,0
Jason Alvarez,4042956030293091,Merchant: Johnson Group,grocery,20.69,7,10.31,0,0,2,0
Caitlyn Horton,4872020752002555,"Merchant: Anderson, Bonilla and Barker",online_shopping,11.19,12,1.23,1,0,1,0
Michael Price,4931860623143875,Merchant: Klein PLC,online_shopping,27.38,21,0.93,0,0,2,0
Richard Harper,4437305359627633,"Merchant: Rocha, Ray and Lang",dining,49.77,7,2.19,0,0,3,0
Michael Jensen,4097632527397679,Merchant: Pena-Torres,electronics,13.03,14,14.08,0,0,1,0
William Mcmillan,4881391420375692,"Merchant: Hill, Hunter and Herrera",dining,34.71,5,6.99,1,0,0,0
Nancy Stewart,4143140139887842,"Merchant: Brandt, Lozano and Atkins",online_shopping,16.99,7,0.39,0,0,0,0
Jimmy Hernandez,4953371894284086,Merchant: Richard Inc,grocery,27.2,12,0.64,0,0,1,0
Ashley Cordova,4638028521200413,Merchant: Snyder-Steele,grocery,11.6,9,1.09,0,0,2,0
Joseph Smith,4485155964870321,Merchant: Johnson PLC,online_shopping,13.76,4,7.09,1,0,0,0
Ronnie Martinez,4870395088884237,"Merchant: Mcmillan, Nguyen and Donovan",online_shopping,42.95,18,1.13,0,0,0,0
Wayne Davis,4940216980681354,Merchant: Pena-Gillespie,grocery,19.83,13,11.05,0,0,2,0
William Fisher,4362244626556151,Merchant: Crawford LLC,electronics,12.32,4,2.98,0,0,2,0
Carol Gray,4723551727484792,Merchant: Mercado Group,grocery,27.87,23,35.3,0,0,1,0
Tristan Bonilla,4705994461735361,Merchant: Murray PLC,dining,42.7,10,23.04,0,0,0,0
Alexis Cervantes,4684470674091269,Merchant: Dunn PLC,online_shopping,12.68,15,16.6,0,0,0,0
Steven Shaw,4287007110648020,"Merchant: Long, Edwards and Brooks",online_shopping,60.83,8,3.53,0,0,0,0
Melissa Banks,4258699800881484,"Merchant: Cardenas, Cook and Smith",electronics,37.26,9,7.98,1,0,0,0
Jason Bell,4894654112422964,"Merchant: Garcia, Hill and Mendoza",online_shopping,45.6,8,23.97,1,0,2,0
Kelly Hubbard,4691382172952184,Merchant: Jones LLC,dining,58.54,7,8.71,1,0,3,0
Christopher Patterson,4678239675676594,Merchant: Davis Inc,gas_station,36.06,6,6.79,1,0,3,0
Kurt Daniels,4863787855971180,"Merchant: Greer, Williams and Crosby",dining,29.2,7,0.84,0,0,1,0
Ryan Barker,4248187063378748,Merchant: Jefferson LLC,grocery,13.46,14,22.68,0,0,0,0
Douglas Oliver,4267326813615936,"Merchant: Owens, Malone and Knight",online_shopping,11.63,19,14.55,0,0,2,0
Shannon Cowan,4407620282074950,Merchant: Massey-Barnett,grocery,36.9,17,13.18,0,0,0,0
Ashley Banks,4241324591231415,Merchant: Fisher Inc,electronics,50.65,17,8.91,0,0,3,0
Jennifer Crawford,4215825451434388,"Merchant: Lawrence, Roberson and Oliver",grocery,36.85,0,30.3,0,1,1,0
Tammy Garcia,4500869920510349,Merchant: Thomas-Miller,electronics,9.55,12,1.3,0,0,0,0
Kevin Johnson,4594928349428355,Merchant: Townsend Group,grocery,30.76,1,3.76,0,0,3,0
Jason Walker,4706077149764232,Merchant: Roberts-Williams,grocery,30.66,13,14.62,0,0,1,0
James Gonzalez,4917032422341773,"Merchant: Diaz, Kennedy and White",online_shopping,20.51,17,0.35,0,0,0,0
Caleb Ponce,4117005245960902,"Merchant: King, Richardson and Moses",travel,30.0,1,113.14,0,0,10,1
Jennifer Hoover,4271720984027091,"Merchant: Haynes, Owens and Sanders",dining,16.5,10,22.46,1,0,0,0
Natalie Smith,4315211997178624,Merchant: Owens-Short,online_shopping,20.67,11,8.39,1,0,3,0
Danny Campbell,4615636886465046,Merchant: Harris Inc,dining,41.6,13,4.69,0,0,0,0
Deborah Roberson,4696062853674928,"Merchant: Park, Hudson and Mclean",grocery,70.0,13,6.63,0,0,3,0
Jennifer Allen,4871136354313314,"Merchant: Frank, Roberts and Smith",grocery,50.01,23,52.0,1,0,0,0
Jennifer Smith,4270645478399048,Merchant: Wiley Ltd,electronics,23.24,12,7.4,0,0,1,0
James Montoya,4910303379916181,"Merchant: Richardson, Gates and Carroll",online_shopping,24.2,10,7.29,0,0,0,0
Lindsay Rogers,4029767064409306,Merchant: Mathews-Cooper,dining,40.67,14,32.03,0,0,0,0
Wendy Allen,4776140692600545,Merchant: Arnold-Lewis,travel,29.14,11,19.37,1,0,0,0
Cheryl Newman,4863574088517448,Merchant: Johnson Inc,online_shopping,57.38,17,4.94,0,0,0,0
Rebecca Lane,4413882582355263,Merchant: Cox and Sons,grocery,21.28,8,21.16,0,0,1,0
Mark Madden,4733806177998909,Merchant: Palmer-Bradford,online_shopping,69.99,11,12.77,1,0,1,0
Tanner Holmes,4381006310595077,"Merchant: Padilla, Jackson and Hess",electronics,28.28,10,11.43,1,0,0,0
Brett Owen,4140486871690735,Merchant: Medina-Johnson,grocery,125.82,5,4.76,0,0,4,0
Lynn Mueller,4821092009114980,Merchant: Thomas-Clark,grocery,59.19,19,7.76,0,0,2,0
Lori Green,4168509894793983,"Merchant: Hunter, Stewart and Smith",travel,13.23,11,7.35,1,0,0,0
Tiffany Harris,4646906109603381,Merchant: Davis Inc,online_shopping,51.27,7,5.26,1,0,0,0
Jeffrey Fuller,4238223537557278,"Merchant: Ferguson, Murray and Taylor",online_shopping,34.77,4,1.82,0,0,2,0
Alyssa Zimmerman,4592501887206962,Merchant: Butler-Walker,gas_station,96.38,16,14.28,1,0,0,0
Angela Reyes,4776778871308487,Merchant: Cook PLC,dining,42.65,14,7.9,1,0,0,0
Bianca Chavez,4972006632956895,Merchant: Graham-Conley,grocery,8.54,12,3.88,0,0,1,0
Heather Allen,4574893670619754,"Merchant: Green, Glass and Miller",grocery,28.68,12,15.02,1,0,1,0
Elizabeth Nichols,4038140438801534,Merchant: Meyer-Velasquez,electronics,81.56,23,260.7,0,0,2,1
Richard Hartman,4500583534858420,Merchant: Hoover-Marquez,travel,19.36,7,1.14,0,0,0,0
Mary Hill,4561417843760181,"Merchant: Travis, Bowman and Owen",dining,127.43,12,4.2,1,1,1,0
Lori Little,4257981695352461,"Merchant: Lee, Ramirez and Walton",electronics,116.12,11,3.4,0,0,0,0
Ashley Stevens,4604259904019399,Merchant: Pena Inc,travel,43.68,14,0.88,1,0,2,0
Ashley Campbell,4898184324457430,Merchant: Garcia-Gonzales,grocery,18.14,18,13.17,0,0,1,0
Anna Snyder,4259512286952936,Merchant: Smith Ltd,dining,33.88,15,4.58,1,0,2,0
Ryan Myers,4106286852100734,Merchant: White Inc,grocery,51.38,14,20.22,0,1,0,0
Alex Jones DVM,4901325704414823,Merchant: Miller-Roy,dining,42.46,16,4.21,0,0,0,0
Michael Brooks,4430259588855738,Merchant: Villanueva-Mcmillan,grocery,59.61,14,19.88,0,0,1,0
Terry Stokes,4974260855026252,Merchant: Hopkins Inc,online_shopping,24.59,10,4.88,1,0,2,0
Adam White,4435395956917208,Merchant: Martin-Vaughn,online_shopping,33.4,16,21.08,0,1,1,0
Lisa Johnson,4036798893736305,"Merchant: Herrera, Burke and Nolan",grocery,39.75,12,2.66,0,0,2,0
Wendy Webb,4527737481184482,Merchant: Perez-Ortiz,dining,41.37,5,4.68,0,0,1,0
Kimberly Moore,4890529184409004,Merchant: Duncan Group,electronics,22.22,23,1.29,0,0,2,0
Tammy Lee,4558782573130227,"Merchant: Baird, Freeman and Kramer",dining,25.43,20,4.7,0,0,3,0
